37	楽音舎
39	木村純一(テレビ朝日)、加藤良雄(シンエイ動画)
39	大地丙太郎(#1～#5)、やすみ哲夫(#9～)
39	けらえいこ
40	異識
1097	町田政彌
1097	設楽希
1097	水田信子
1097	竹内志保、高畠聡
1097	嶋田真恵
1097	佐々木啓悟
1097	加藤達也
1097	えびなやすのり
1097	池田繁美、丸山由紀子
1766	ひだまり荘管理組合、TBS
1766	アニプレックス、芳文社、ムービック
1766	関一彦
1766	まんがタイムきららCarat(芳文社)
1766	菊谷知樹
1766	飯島寿治
1768	ひとひら製作委員会(メディアファクトリー、双葉社、GENCO、インターチャネル・ホロン、ジグノシステムジャパン、AT-X)
1768	GENCO
1768	本橋秀之
1768	メディアファクトリー
1768	渡辺直樹(ジェイ・フィルム)
1768	青木隆(XEBEC)
1768	長坂恵
1768	大浪太
1768	辻忠直
1768	古田誠、長屋侑利子
1768	コミックハイ！(双葉社)
1768	コーニッシュ
1768	鶴岡陽太
1768	飯島由樹子(スタジオMAO)
1768	笹野恵
1768	西森章
1768	桐原いづみ
1769	「ひまわりっ！」製作委員会
1769	GENCO
1769	瀬山武司
1769	白井久男
1769	中田亮大
1769	大河広行
1769	きしもとせいじ
1769	okama
1769	池田眞美子
1769	妹尾武、羽岡桂
1769	本田保則
1769	高橋麻穂
1769	横谷昌広、笹野恵、山田由香
1769	影山楙倫
1769	GoDo
1770	影山楙倫
1770	GoDo
45	松村正宏
45	コミックガム(ワニブックス)
45	岩崎文紀
45	蝦名恭範
45	長谷川弘行
45	堀井久美
45	上江洲誠、木村暢、根元歳三、高田直樹
45	上江洲誠
45	元永慶太郎
45	ボヘミアンK(原作協力)、宗我部としのり(漫画)
46	千歳コーポレーション
46	フロンティアワークス
46	北爪英子
46	古橋一浩、鈴木知恵子
46	コミックZERO-SUM(一迅社)
46	福原まり
46	飯田里樹
46	小山俊久
46	番由紀子
46	田頭しのぶ
46	古橋一浩
46	高山しのぶ
47	本橋浩一
47	渡辺岳夫
47	遠藤政治
47	遠藤政治、斉藤博(#1～#29)、腰繁男(#30～#52)
4765	GONTITI
50	Superhero Anime Partners、ソニー・ピクチャーズ エンタテインメント、マッドハウス
50	ウォーレン・エリス
50	梅原隆弘
50	佐藤雄三
50	マーベル・コミックス
51	サンライズ(#1～#126)、BN Pictures(#127～)
51	菊田浩巳
51	大貫雄司
51	やぐちひろこ
51	加藤陽一
51	木村隆一
1098	アニプレックス、テレビ東京
1098	北久保弘之
1098	XEBEC
5727	宮本雄岐
1098	STUDIO T&T
1098	西山茂
1103	戦勇。製作委員会(ドワンゴ、テレビ東京、ランティス、グッドスマイルカンパニー、鉄人化計画、キュー・テック、バーナムスタジオ、バンダイビジュアル)
1103	金子雄司、田中孝典
5727	宮本雄岐
1103	山本寛
1103	春原ロビンソン
1104	菊田浩巳
1104	田中孝典
1104	山本寛
3106	加藤敏
3106	明石聖子
3106	ナカタケマナブ、平山智
3106	西村貴世
1104	春原ロビンソン
3106	モンキー・パンチ
52	神南スタジオ
52	集英社、テレビ東京、NAS
52	大谷幸
52	松岡裕紀
52	柴田聡
52	高谷浩利
52	岸間信明
52	西田正義
52	稲垣理一郎
53	サンライズ、バンダイビジュアル
53	蔭山満(フィズサウンドクリエイション)
53	サンライズ音楽出版
53	井上俊次
53	関一彦
53	カトウヤスヒロ
53	大石英勝(アニメフィルム)
53	横山さよ子
53	青木智由紀
53	大河広行
53	阿久津潤一(ビークラフト)
53	バンダイナムコゲームス「THE IDOLM@STER」
53	サンライズ
53	斉藤恒芳
53	鶴岡陽太
56	OBC製作委員会、TBS
56	ポニーキャニオン、講談社、ダックスプロダクション、ポニーキャニオンエンタープライズ
56	平木大輔
56	中村雄太
56	岩井田洋
56	山崎正和、佐藤篤志
56	枡田邦彰、村山公輔、清水祐実
56	松下周平
56	梶谷きり
56	ゆーげん
56	井内啓二
56	豆塚隆
56	荒川稔久
56	及川啓
56	榊一郎「アウトブレイク・カンパニー 萌える侵略者」(講談社ラノベ文庫)
57	渡辺俊幸
57	高橋ナオヒト
57	アガサ・クリスティー
1104	田澤潮
1104	若田部誠、坂部大介
3107	トムス・エンタテインメント、バップ、日本テレビ放送網、日本テレビ音楽
3107	平山智
3107	大野雄二
3107	葛城稜
3107	モンキー・パンチ
5727	中島裕一
3114	角川ヘラルド映画、丸紅、東京放送
3114	角川歴彦
3114	結城信輝
3114	萩田光雄
3114	永丘昭典
3114	安田均・水野良(角川スニーカー文庫)
3116	杜野幼青
58	関一彦
58	大熊義明
58	針生勝文
58	田中良
58	鈴平ひろ
58	虹音
58	子安秀明、杉原研二、平林佐和子、セ川オサム
58	子安秀明
58	日巻裕二
58	藍上陸(スーパーダッシュ文庫(集英社))
61	李明河
61	Cinepix Inc
61	李達
63	flyingDOG
63	定松剛
63	岩崎敦
63	中山久美子
63	原田丈
63	橋本トミサブロウ
63	笹倉逸郎
63	ブリュネ・スタニスラス、高倉武史
63	ロマン・トマ
63	石田可奈、丸藤広貴
63	河森正治
63	菅野よう子、大塚彩子
63	倉花千夏、石田可奈
63	岡田麿里
63	山本裕介
64	AW Project(ワーナー・ホーム・ビデオ、アスキー・メディアワークス、バンダイナムコゲームス、サンライズ、GENCO)
64	GENCO
64	ワーナー・ホーム・ビデオ、ミュージックブレインズ
64	studio2010
64	楽音舎、杉山好美
64	オレンジ
58	高寺たけし
64	スタジオ・イースター
64	J.C.STAFF
64	今井大介
64	横山さよ子
64	佐藤敦
64	井野元英二
64	愛敬由紀子
64	HIMA
64	大嶋啓之、onoken、MintJam
64	鶴岡陽太
64	池信孝、二嶋隆文
64	吉野弘幸
64	小原正和
66	草川啓造
66	三雲岳斗(電撃文庫)
1104	長谷川舞
1104	奥村大輔
1104	北川順子
3116	Tactics
3119	東京ムービー新社
66	村上大輔
66	安齋歩
66	布施由美子、野尻由紀子
66	カトウヤスヒロ
66	甲斐けいこ
66	青木薫
66	小田裕康
66	福島秀機
66	和狸ナオ
66	田尻光隆
66	小森篤
67	洛高生徒会
67	中西豪、上村修、湯澤啓幸
67	スターチャイルドレコード
5727	大塚奈津子
67	村上大輔
67	安齋歩
67	松浦裕暁
67	北岡正
67	篠原愛子
67	青木薫
67	小田裕康
67	森山敦、鈴木一智
67	田尻光隆
67	海津利子
67	小森篤
67	和狸ナオ
67	高橋ナツコ、鴻野貴光
67	赤尾でこ
67	三雲岳斗(電撃文庫)
68	トムス・エンタテインメント、アニマックスブロードキャスト・ジャパン
68	合田豊
68	三好慶一郎
68	羽鳥歩
68	辻忠直
68	平塚知哉
68	のがみかずお
68	亀垣一
68	横谷昌宏
68	古厩智之
68	川邊優子
68	椎名KAY太
68	飯島由樹子(スタジオMAO)
68	中島里恵(XEBEC M2)
67	明田川仁
68	亀垣一
72	高橋良輔
72	りぼん(集英社)
72	西本由起夫
72	前川涼
76	平池芳正
76	飯田里樹
76	高橋麻穂
76	合田浩章
76	エンターブレイン「アマガミ」
1104	楽音舎
1104	森川永子
1108	山田陽
3119	瀬山武司
3119	三澤勝治
77	アマガミSS+製作委員会、TBS
5727	草薙
77	右山章太
77	井口光隆
77	加藤友宜
5727	旭プロダクション白石スタジオ
77	高山箕犀、坂本俊博
77	大森俊之
77	飯田里樹
77	高橋麻穂
77	猪股雅美、立川聖治
77	合田浩章
77	小林智樹
77	エンターブレイン「アマガミ」
78	アラタカンガタリ製作委員会
78	植田真樹、Lee SooYeon
78	橋本トミサブロウ
78	高木雅人
78	森木靖泰、桑原悟
78	Park WooHyun
78	大谷幸
78	高橋剛
78	大塚八愛、小倉典子、宮川智恵子
78	相澤伽月、Kim DoYeon
78	関島眞頼
78	安田賢司
78	渡瀬悠宇
79	黒川文男
79	加藤良雄、児玉征太郎
79	浜口恭子
79	白川忠志、加藤政志、朝戸澄子、広瀬和子、潤成実業、ほか
79	石黒昇、岡崎邦彦、前田達夫、井草一、大館克子、辻一郎、土屋圭之助、安藤正信、坂田ゆう、早川啓二
79	吉原一輔
79	辻伸一、百瀬義行、福田皖
79	関修一
79	中西隆三、雪室俊一、高橋二三、金子裕、上条逸雄、佐藤道雄、安藤豊弘、小滝光郎
79	松本功、中西隆三
80	NHK
80	蔭山康生、松倉友二
80	神尾憲一
80	中野徹
80	廣瀬義憲
80	中山由美
80	中村修
80	金子伸吾
82	斉藤雅己、柴田正人
82	瀬谷新二
82	黒星紅白
82	西田正義
82	時雨沢恵一「アリソン」「リリアとトレイズ」
1108	伊東さき子
1108	石井久美
3119	瀬川徹夫
3119	明田川進
3119	水谷利春
3119	森本晃司
3119	山城祥二
82	川添恵
82	中川航
83	『アルカナ・ファミリア』製作委員会
83	フロンティアワークス
83	稲葉順一
5727	佐藤哲平
83	STUDIO T&T
83	三澤康広
83	米田隆裕(スタジオ ユニ)
83	松浦麻衣
83	さらちよみ
83	赤星政尚
83	HuneX
84	サンライズ、ビクターエンタテインメント
84	尾留川宏之、小林真一郎、松村圭一
84	沙倉拓実
84	野崎透
84	佐藤肇
84	山根公利
84	山口宏
84	サンライズ
84	服部克久、DJ K.HASEGAWA(KH‐R)
84	藤野貞義
84	太田大
84	村瀬修功
88	ポニーキャニオン、ニッポン放送、ムービック
88	川田敏寛
88	伊藤純子
88	神宮司訓之
88	石倉敬一
88	久米憲司、永渕啓、加藤長輝
88	ヤングキング(少年画報社)
88	菊田浩巳
88	中村光毅
88	ますなりこうじ、スタジオオルフェ
88	舛成孝二
88	ニッポン放送、清水としみつ
93	松村正宏
93	石塚知義(ティ・ニシムラ)
93	いわみみか。
93	本橋秀之
93	大橋志吉
84	片山一良
93	高田茂祝(スタジオワイエス)
93	亀垣一
96	伊丹あき
96	長濱博史
96	押見修造
128	菊地康仁
1108	「戦国コレクション」製作委員会
83	本山哲
5727	加藤裕介
1109	天下統一くらぶ
1112	湯川純、狩生豊、佐野誉幸
1112	本庄雷太
3119	アキラ製作委員会
105	巫女委員会
1112	アニマックスブロードキャスト・ジャパン
1113	サテライト(#1、#2)、ディオメディア(#5)、BLADE(#6)、スタジオパストラル(#8、#11)、エンカレッジフィルムズ(#9)
1113	橋本トミサブロウ
1113	斎藤麻由
1113	小池智史
1113	金子彰史
1113	小池智史、藤本さとる
1114	Project シンフォギアG(キングレコード、ドワンゴ、ブシロード、金羊社、メモリーテック、グッドスマイルカンパニー)
1114	ロマン・トマ、ブリュネ・スタニスラス、ニエム・ヴィンセント
1116	中原れい
1116	あみやまさはる、高山治郎、小林靖子
1117	堺三保
1117	石垣純哉
1117	幡池裕行
1117	三間雅文
1118	服部克久
1120	BeSTACK
1120	渡辺繁(バンダイビジュアル)、植田益朗(サンライズ)
1121	服部克久
1121	白井久男
1121	小林克良
1124	レガートミュージック
1124	平林奈々恵
1124	月刊ガンガンWING(スクウェア・エニックス)
1125	日比智恵子
1125	小野田将人
1125	今泉賢一
1126	今本尚志、鈴木智子、武智恒雄、原田由佳、岡本敦行、大村恵一
1126	葵せきな、狗神煌(富士見ファンタジア文庫)
1127	ドリームフォース
1128	田中亮
3119	大友克洋
3119	芸能山城組(ビクター)
3119	なかむらたかし
3119	大友克洋
3119	大友克洋、橋本以蔵
3122	木崎ひろすけ
3122	吉本昌弘
3122	伊藤伴雄
3122	竹本克明、渡邊龍一郎、公野勉
3122	村田昭
3122	前島健一
3127	アオキタクト
3127	アオキタクト
3127	アオキタクト
3127	アオキタクト
5727	ハーフＨＰスタジオ
3129	アップルシードフィルムパートナーズ(ミコット・エンド・バサラ、TBS、ジェネオンエンタテインメント、やまと、東宝、TYO、デジタル・フロンティア、MBS)
3129	笠松広司
3129	高橋哲也
1126	花田十輝
3129	安井輝
1128	桜才学園生徒会新室
1128	ドリーム・フォース
1128	森悠也
3129	竹内敦志
3129	荒牧伸志
3129	高倉武史
3129	須江信人
3129	豊嶋勇作
3129	「APPLESEEDオリジナル・サウンドトラック」(Sony Music Records Inc.)
3129	曽利文彦
3129	Boom Boom Satellites
3129	山田正樹
3129	荒牧伸志
3129	士郎正宗(青心社刊)
3132	GONZO
3132	RZA
3132	池田繁美
3132	むとうやすゆき
3132	木崎文智
3132	岡崎能士
3143	行信三
3143	爲我井克美
3143	川村敏江、爲我井克美
3143	成田良美
3143	長峯達也
3143	東堂いづみ
3145	Production I.G
3145	東宝
3145	ローソン、読売新聞社
3145	エプソン
3145	スタジオジブリ
3145	井上秀司
3145	若林和弘
3145	三本隆二、西沢正智
3145	江面 久
3145	林弘幸
3145	遊佐久美子
3145	渡部隆
3145	種田陽平
3145	竹内敦志
3145	西久保利彦、楠美直子
3145	平田秀一
3145	黄瀬和哉、西尾鉄也
3145	沖浦啓之
3145	押井守
3145	士郎正宗「攻殻機動隊」
3146	スタジオ六花
3146	長江努
3146	真家祐也、安部勇士、池部博也
3146	古谷正志、立花康夫、青木正俊
3146	大久保和美
3146	Wish
2012	梅堀淳
3146	Code、Wish
3146	大谷久美子
3146	井上あきこ
3146	木霊、ホッチカズヒロ、増山修
3146	小野修、松本泰史
1129	菅正太郎、櫻井圭記、岡田俊平、檜垣亮
1129	上橋菜穂子(偕成社)
3146	長谷川拓哉
347	高橋丈夫
3146	安藤伸幸、安喰秀一
3146	茶山隆介
3146	吉浦康裕
3146	岡田徹
3148	オー・エル・エム Koitabashi＆Inoue
3148	FCイナズマイレブンGO、プロジェクトダンボール戦機2012、レベルファイブ、電通、小学館、東宝、テレビ東京、テレビ大阪、テレビ愛知、TVQ九州放送、オー・エル・エム、タカラトミー、バンダイ、ジェイアール東日本企画、電通テック、ジェネオン・ユニバーサル・エンターテイメント、メディアファクトリー、キッズステーション
3148	光田康典、亀岡夏海、近藤嶺
3148	中嶋聡彦
3148	飯島正勝、池島博史、関野昌弘、徳本善信、新田典生、日高政光、平向智子、福島利規、宮尾佳和
3148	宮尾佳和、飯田崇、高橋滋春、平田智浩、福島利規、福田道生
3148	冨岡淳広
3148	秋山勝仁、高橋ナオヒト、深沢幸
3148	小板橋司、井上たかし
3148	神田修吉
3148	山野井創
3148	古市直彦
3148	梶原清文、和田誠、飯田誠敬
3148	臼杵照裕、奥野敏聡、川崎由紀夫、久保雅一、佐上靖之
3148	寺岡尚史
3148	長野拓造、園部淳
3148	月刊コロコロコミック
3148	日野晃博
3148	三間雅文
3148	一石小百合、小畑賢、佐藤和巳、田島瑞穂、立中順平、田中紀衣、田中ちゆき、田中穣、新岡浩美、馬場俊子、毛利和昭、斉藤香
3148	大貫健一、日下部智津子、佐藤陵、竹内杏子、西村博之、福士真由美
3148	池田裕治、井ノ上ユウ子、日下部智津子、さわだまさひと、竹内杏子、新岡浩美、本田隆、西村博之
3148	宮尾佳和
3148	レベルファイブ
3149	OLM
3149	東宝
3149	LEVEL-5、FCイナズマイレブンMOVIE2010
3149	長野拓造
3149	日野晃博
3149	光田康典
3149	三間雅文
3149	冨岡淳広
3149	宮尾佳和
3150	OLM TEAM KOITABASHI
3150	日野晃博
3150	寺田志保
3150	池田裕治、井ノ上ユウ子
3150	宮尾佳和
3158	多賀英典(キティ・フィルム)
3158	高橋久美子
3158	高屋敷英夫、金春智子
3158	山田勝久
119	日本アニメーション、フジテレビ
1129	遠藤誠
1129	後藤隆幸、中村悟、近藤圭一、杉光登、山中正博
3158	高橋留美子
3159	多賀英典(キティ・フィルム)
3159	押井守
3159	高田明美、高沢孫一
3159	金春智子
3159	高橋留美子
3160	多賀英典(キティ・フィルム)
3160	冨永恒雄
3160	小林ゆかり
3160	四分一節子
3160	金春智子
3160	出崎哲
3160	高橋留美子
3162	キティ・フィルム
3162	土器手司
3162	もりやまゆうじ
3162	金春智子
3162	やまざきかずお
3162	高橋留美子
3163	キティ・フィルム
3163	土器手司
3163	井上敏樹、やまざきかずお
3163	やまざきかずお
3163	高橋留美子
3167	A-1 Pictures
5727	本山哲
3167	「宇宙ショーへようこそ」製作委員会
3167	倉橋裕宗
3167	名倉靖
3167	後藤正浩
3167	尾崎隆晴
3167	那須信司
3167	歌川律子
3167	畑博之
3167	薮野浩二、森崎貞
3167	okama、神宮司訓之、竹内志保、渡辺浩二
3167	渡辺浩二
3167	竹内志保
3167	石浜真史
3167	池頼広
3167	菊田浩巳
3167	小倉一男
3167	倉田英之
3167	舛成孝二
3167	ベサメムーチョ
5727	亜細亜堂
3172	結城信輝
3172	清水靖晃
3172	渡辺麻実、大川七瀬、りんたろう
3172	りんたろう
3182	東映アニメーション
3182	周防義和
3182	行信三
3182	小林明美
3182	中村誠
3182	出崎統
3184	森本千絵
128	Project IS、TBS
1132	テレビ東京、小学館集英社プロダクション
1132	椎名高志
1770	横谷昌宏、笹野恵、山田由香
3184	上條安里
3184	三笠修
3184	伊賀大介
3184	堀部亮
3184	細田守
3184	高木正勝
3172	CLAMP
291	木村佳史子
3184	大野広司
3184	山下高明
3184	貞本義行
3184	奥寺佐渡子
3185	テレコム・アニメーションフィルム
3185	大塚眞純
3185	横堀久雄、山田誠、北川隆之、長部州太、友部奈津美、加藤壮、大沢美奈、鈴木光
3185	友永和秀
3185	高須美野子
3185	羽毛田丈史
3185	大貫雄司
3185	滝口禎一
3185	新美南吉
3189	スタジオジブリ
3189	東宝
3189	宮崎駿
3189	鈴木敏夫
3189	百瀬義行
3189	山下辰巳、尾形英夫、斯波重治
3189	徳間康快、佐々木芳雄、磯邊律男
3189	高畑勲
3189	星勝
3189	男鹿和雄
3189	近藤喜文、近藤勝也、佐藤好春
3189	近藤喜文
3189	岡本螢、刀根夕子(徳間書店・青林堂刊)
3193	ガイナックス
3193	坂本龍一
3193	諫川弘
3193	赤井孝美、樋口真嗣、増尾昭一
3193	貞本義行
3193	山賀博之
3193	岡田斗司夫、渡辺繁
3193	田代敦巳
3193	小倉宏昌
6120	劇場版「空の境界」製作委員会
3194	STUDIO 4℃
3194	湯浅政明
3194	森本晃司、湯浅政明
3194	菅野よう子
3194	鶴岡陽太
3194	平田秀一
3194	森中英雄
3194	森本晃司
3195	studioぴえろ
3195	「鬼神伝」製作委員会(ソニー・ピクチャーズエンタテインメント、ぴえろ、テレビ東京、ソニー・ミュージックエンタテインメント)
3195	ソニー・ピクチャーズエンタテインメント
138	妹尾武
1133	伊藤和典、亜細亜堂、トイズワークス、総合ビジョン、GENCO
3195	文化芸術振興費補助金
3195	五味大輔、押切万耀、堤寛、篠原廣人
3195	川崎由紀夫、竹中幸平
3195	森田清次、田村ゆり
3195	松本敦穂
3195	千葉高雪
3195	高畠聡
3195	遠藤正明
3195	西香代子
3195	松岡聡、小関睦夫
3195	古川順康
5797	望月麻衣
3195	外丸達也
3195	橋本晋治
3195	大友克洋
143	藤岡真紀、そえたかずひろ
143	清水友佳子
143	ヤマサキオサム
143	多田かおる
146	テレビ東京、電通、OLM
146	沢田正人
146	光田康典
146	三間雅文
146	池田裕治、井ノ上ユウ子
146	冨岡淳広
146	冨岡淳広
147	月刊コロコロコミック(小学館)
147	日野晃博
147	寺田志保
147	中嶋聡彦、三間雅文
147	冨岡淳広
147	秋山勝仁
147	レベルファイブ
148	光田康典、亀岡夏海
148	中嶋聡彦、三間雅文
148	池田裕治、井ノ上ユウ子、本田隆、武内啓
148	冨岡淳広
148	レベルファイブ
291	avex mode
1133	絶対少年プロジェクト(総合ビジョン、バンダイビジュアル、国際メディア・コーポレーション、GENCO)
1133	岸克芳
1134	やまだたかひろ
3206	久石譲
3206	高坂希太郎、賀川愛、稲村武志、山下明彦
3206	保田道世
3206	奥井敦
3206	瀬山武司
3206	井上秀司
3206	奥田誠治、福山亮一、藤巻直哉
3211	木暮正夫
3229	倉橋静男
3229	川城和実、宮河恭夫、竹田青滋
3229	池谷浩臣、佐々木新、桑園裕子、丸山博雄
3229	サンライズ、毎日放送、バンダイビジュアル
3229	松竹
3244	伊藤和典
3244	鵜之沢伸、真木太郎、久保真
3245	出渕裕、河森正治、カトキハジメ
3250	山形厚史、恩田尚之
3256	ADK
5797	秋月壱葉
3312	新海誠
3312	土屋堅一
3314	茶山隆介
3314	金子雄司
3314	山岡晃
3314	大島ミチル
3314	吉浦康裕
148	テレビ東京、電通、OLM
148	かまくらゆみ
148	月刊コロコロコミック(小学館)
155	シンエイ動画
155	大場伊紘、別紙壮一
155	本橋浩一
155	丸山雅仁、荒木とよひさ
155	工藤剛一
156	一騎当千パートナーズ
156	GENCO
156	月刊ComicGUM編集部
5797	佐々木勅嘉
156	西山茂
156	福世晋吾、鈴木洋平
291	丸山正雄
1135	大隈孝晴
1135	井出安軌
1135	八谷賢一
3314	又賀大介
3314	大谷久美子
3314	稲垣亮祐
3314	小野幹雄
3335	田中英行
3335	光宗信吉、J.A.シーザー、天利英跡
3335	金子伸吾、高橋亨、桜美かつし
3335	小学館、ガンジス
3335	小黒祐一郎
3335	松倉友二、森山敦
3335	少女革命ウテナ製作委員会
3359	ボンズ
3359	「ストレンヂア」製作委員会
3363	あらいずみるい(ドラゴンマガジン連載／富士見書房・ファンタジア文庫)
3371	植野千世子、秋竹斉一、池田和美、高橋真梨子、門脇未来、堀口悠紀子、高橋博行
3372	サンジゲン
3378	本田雄
3378	諸澤昌男
3434	瀬口泉、橋本高明、清池奈保、本田真之、大導寺美穂、沼田くみ子、藤城香菜、飯山菜保子、溝呂木理恵、吉川真帆、京極義昭、黒岩裕美
3437	小曽根正美
3437	T&B MOVIE PARTNERS
3474	今川泰宏
3474	大月俊倫、真木太郎
3474	古川順康
3474	菊池和子
3474	土田栄司
3474	瀬山武司
3474	スワラ・プロ
3474	アーツ・プロ
3474	キングレコード
3476	犬村小六（小学館・ガガガ文庫刊）
3476	奥寺佐渡子
3476	松原秀典
3476	田崎聡
3476	櫻井邦彦、金錦樹、香月邦夫、渡邊和夫、今村大樹、高炅楠
3476	清水洋史
4287	Funta7
3476	宍戸淳
1135	テレビ東京、電通、GONZO、グリー
